tag	module	module_label	model	model_label	sub_model	sub_model_label	key_workflow	feature	detail	fields_ready
Base Odoo	hr_payroll	Payroll	hr.payroll.headcount.working.rate	Working Rate	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	-
Base Odoo	hr_payroll	Payroll	hr.payroll.index	Index contracts	-	-	actions: action_confirm	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	-
Base Odoo	hr_payroll	Payroll	hr.payroll.note	Payroll Note	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), name(Char), note(Html)
Base Odoo	hr_payroll	Payroll	hr.payroll.payment.report.wizard	HR Payroll Payment Report Wizard	-	-	actions: generate_payment_report	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), export_format(Selection), payslip_ids(Many2many)
Base Odoo	hr_payroll	Payroll	hr.payroll.report	Payroll Analysis Report	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char)
Base Odoo	hr_payroll	Payroll	hr.payroll.structure	Salary Structure	hr.salary.rule	Salary Rule	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	name(Char), type_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.payroll.structure.type	Salary Structure Type	hr.payroll.structure	Salary Structure	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	default_work_entry_type_id(Many2one), name(Char), wage_type(Selection)
Base Odoo	hr_payroll	Payroll	hr.payslip	Pay Slip	hr.payslip.input ; hr.payslip.line ; hr.payslip.worked_days ; mail.activity ; mail.followers ; mail.message	Payslip Input ; Payslip Line ; Payslip Worked Days ; Activity ; Document Followers ; Message	state: draft, verify, done, paid, cancel | actions: action_export_payslip, action_payslip_cancel, action_payslip_done, action_payslip_draft, action_payslip_paid, action_payslip_payment_report, action_payslip_unpaid, action_print_payslip, action_report_negative_amount, compute_sheet	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), contract_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_payroll	Payroll	hr.payslip.employees	Generate payslips for all selected employees	-	-	actions: compute_sheet	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	department_id(Many2one), employee_ids(Many2many), job_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.payslip.input	Payslip Input	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	amount(Float), code(Char), contract_id(Many2one), input_type_id(Many2one), name(Char), payslip_id(Many2one), sequence(Integer)
Base Odoo	hr_payroll	Payroll	hr.payslip.input.type	Payslip Input Type	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	code(Char), name(Char)
Base Odoo	hr_payroll	Payroll	hr.payslip.line	Payslip Line	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	amount(Monetary), company_id(Many2one), contract_id(Many2one), date_from(Date), date_to(Date), employee_id(Many2one), name(Char), salary_rule_id(Many2one), sequence(Integer), slip_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.payslip.run	Payslip Batches	hr.payslip ; mail.activity ; mail.followers ; mail.message	Pay Slip ; Activity ; Document Followers ; Message	state: draft, verify, close, paid | actions: action_approve, action_compute, action_confirm, action_draft, action_mark_paid, action_open_bank_export, action_open_payslips, action_paid, action_payment_report, action_reset_draft	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), date_end(Date), date_start(Date), name(Char), state(Selection)
Base Odoo	hr_payroll	Payroll	hr.payslip.worked_days	Payslip Worked Days	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	amount(Monetary), contract_id(Many2one), name(Char), payslip_id(Many2one), sequence(Integer), work_entry_type_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.rule.parameter	Salary Rule Parameter	hr.rule.parameter.value	Salary Rule Parameter Value	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	code(Char), name(Char)
Base Odoo	hr_payroll	Payroll	hr.rule.parameter.value	Salary Rule Parameter Value	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	date_from(Date), rule_parameter_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.salary.attachment	Salary Attachment	mail.followers ; mail.message	Document Followers ; Message	state: open, close, cancel | actions: action_cancel, action_done, action_open	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), date_start(Date), description(Char), employee_ids(Many2many), monthly_amount(Monetary), other_input_type_id(Many2one), state(Selection)
Base Odoo	hr_payroll	Payroll	hr.salary.rule	Salary Rule	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	amount_select(Selection), category_id(Many2one), code(Char), condition_python(Text), condition_select(Selection), name(Char), sequence(Integer), struct_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.salary.rule.category	Salary Rule Category	hr.salary.rule.category	Salary Rule Category	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	code(Char), name(Char)
Base Odoo	hr_payroll	Payroll	hr.work.entry	HR Work Entry	-	-	state: draft, validated, conflict, cancelled | actions: action_approve_leave, action_refuse_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), contract_id(Many2one), date_start(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_payroll	Payroll	hr.work.entry.export.employee.mixin	Work Entry Export Employee	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	contract_ids(Many2many), employee_id(Many2one), export_id(Many2one)
Base Odoo	hr_payroll	Payroll	hr.work.entry.export.mixin	Work Entry Export Mixin	hr.work.entry.export.employee.mixin	Work Entry Export Employee	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), reference_month(Selection), reference_year(Integer)
Base Odoo	hr_payroll	Payroll	hr.work.entry.report	Work Entries Analysis Report	-	-	state: draft, validated, conflict, cancelled	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), department_id(Many2one), employee_id(Many2one), state(Selection)
Base Odoo	hr_payroll	Payroll	hr.work.entry.type	HR Work Entry Type	hr.leave.type	Time Off Type	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	code(Char), name(Char), round_days(Selection), round_days_type(Selection)
Base Odoo	hr_payroll	Payroll	report.hr_payroll.contribution_register	Model for Printing hr.payslip.line grouped by register	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	-
Base Odoo	hr_payroll	Payroll	res.company	Companies	hr.appraisal.note ; res.company ; res.partner.bank ; resource.calendar	Appraisal Assessment Note ; Companies ; Bank Accounts ; Resource Working Time	actions: action_all_company_branches	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	currency_id(Many2one), layout_background(Selection), name(Char), partner_id(Many2one), planning_employee_unavailabilities(Selection), planning_generation_interval(Integer)
Base Odoo	hr_payroll	Payroll	res.config.settings	Config Settings	hr.appraisal.note	Appraisal Assessment Note	actions: open_company, open_mail_templates, regenerate_kiosk_key	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), planning_generation_interval(Integer)
Base Odoo	hr_payroll	Payroll	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_payroll	Payroll	resource.calendar	Resource Working Time	resource.calendar.attendance ; resource.calendar.leaves	Work Detail ; Resource Time Off Detail	actions: action_open_contracts, switch_calendar_type	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll	company_id(Many2one), name(Char), tz(Selection)
Base Odoo	hr_payroll_attendance	Payroll - Attendance	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_attendance	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_payroll_attendance	Payroll - Attendance	hr.payslip	Pay Slip	hr.payslip.input ; hr.payslip.line ; hr.payslip.worked_days ; mail.activity ; mail.followers ; mail.message	Payslip Input ; Payslip Line ; Payslip Worked Days ; Activity ; Document Followers ; Message	state: draft, verify, done, paid, cancel | actions: action_export_payslip, action_payslip_cancel, action_payslip_done, action_payslip_draft, action_payslip_paid, action_payslip_payment_report, action_payslip_unpaid, action_print_payslip, action_report_negative_amount, compute_sheet	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_attendance	company_id(Many2one), contract_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_payroll_attendance	Payroll - Attendance	hr.payslip.worked_days	Payslip Worked Days	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_attendance	amount(Monetary), contract_id(Many2one), name(Char), payslip_id(Many2one), sequence(Integer), work_entry_type_id(Many2one)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	hr.payslip	Pay Slip	hr.payslip.input ; hr.payslip.line ; hr.payslip.worked_days ; mail.activity ; mail.followers ; mail.message	Payslip Input ; Payslip Line ; Payslip Worked Days ; Activity ; Document Followers ; Message	state: draft, verify, done, paid, cancel | actions: action_export_payslip, action_payslip_cancel, action_payslip_done, action_payslip_draft, action_payslip_paid, action_payslip_payment_report, action_payslip_unpaid, action_print_payslip, action_report_negative_amount, compute_sheet	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	company_id(Many2one), contract_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	mail.activity	Activity	-	-	state: overdue, today, planned, done | actions: action_close_dialog, action_create_calendar_event, action_done, action_done_schedule_next, action_open_document	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	date_deadline(Date), res_model_id(Many2one), state(Selection), user_id(Many2one)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	mail.activity.type	Activity Type	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	chaining_type(Selection), delay_from(Selection), delay_unit(Selection), name(Char)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	res.company	Companies	hr.appraisal.note ; res.company ; res.partner.bank ; resource.calendar	Appraisal Assessment Note ; Companies ; Bank Accounts ; Resource Working Time	actions: action_all_company_branches	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	currency_id(Many2one), layout_background(Selection), name(Char), partner_id(Many2one), planning_employee_unavailabilities(Selection), planning_generation_interval(Integer)
Base Odoo	hr_payroll_holidays	Time Off in Payslips	res.config.settings	Config Settings	hr.appraisal.note	Appraisal Assessment Note	actions: open_company, open_mail_templates, regenerate_kiosk_key	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_holidays	company_id(Many2one), planning_generation_interval(Integer)
Base Odoo	hr_payroll_planning	Payroll - Planning	hr.payslip	Pay Slip	hr.payslip.input ; hr.payslip.line ; hr.payslip.worked_days ; mail.activity ; mail.followers ; mail.message	Payslip Input ; Payslip Line ; Payslip Worked Days ; Activity ; Document Followers ; Message	state: draft, verify, done, paid, cancel | actions: action_export_payslip, action_payslip_cancel, action_payslip_done, action_payslip_draft, action_payslip_paid, action_payslip_payment_report, action_payslip_unpaid, action_print_payslip, action_report_negative_amount, compute_sheet	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_payroll_planning	company_id(Many2one), contract_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_recruitment	Recruitment	applicant.get.refuse.reason	Get Refuse Reason	-	-	actions: action_refuse_reason_apply	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	refuse_reason_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	applicant.send.mail	Send mails to applicants	-	-	actions: action_send	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	applicant_ids(Many2many), author_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	calendar.event	Calendar Event	calendar.attendee ; mail.activity ; mail.followers ; mail.message	Calendar Attendee Information ; Activity ; Document Followers ; Message	actions: action_join_video_call, action_open_composer, action_send_sms, clear_videocall_location, set_discuss_videocall_location	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char), show_as(Selection), start(Datetime), stop(Datetime)
Base Odoo	hr_recruitment	Recruitment	candidate.send.mail	Send mails to candidates	-	-	actions: action_send	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	author_id(Many2one), candidate_ids(Many2many)
Base Odoo	hr_recruitment	Recruitment	digest.digest	Digest	-	-	state: activated, deactivated	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), name(Char), periodicity(Selection), state(Selection)
Base Odoo	hr_recruitment	Recruitment	hr.applicant	Applicant	calendar.event ; hr.candidate.skill ; ir.attachment ; mail.activity ; mail.followers ; mail.message ; sht.hr.applicant.evaluation	Calendar Event ; Skill level for a candidate ; Attachment ; Activity ; Document Followers ; Message ; Đánh giá ứng viên	actions: action_create_meeting, action_open_employee, action_open_other_applications, archive_applicant, create_employee_from_applicant, toggle_active	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	candidate_id(Many2one), company_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), kanban_state(Selection)
Base Odoo	hr_recruitment	Recruitment	hr.applicant.category	Category of applicant	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char)
Base Odoo	hr_recruitment	Recruitment	hr.applicant.refuse.reason	Refuse Reason of Applicant	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char)
Base Odoo	hr_recruitment	Recruitment	hr.candidate	Candidate	calendar.event ; hr.applicant ; hr.candidate.skill ; ir.attachment ; mail.activity ; mail.followers ; mail.message	Calendar Event ; Applicant ; Skill level for a candidate ; Attachment ; Activity ; Document Followers ; Message	actions: action_create_meeting, action_open_applications, action_open_employee, action_open_similar_candidates, create_employee_from_candidate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), employee_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	hr.department	Department	hr.department ; hr.employee ; hr.job ; mail.activity ; mail.activity.plan ; mail.followers ; mail.message	Department ; Employee ; Job Position ; Activity ; Activity Plan ; Document Followers ; Message	actions: action_employee_from_department	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), name(Char)
Base Odoo	hr_recruitment	Recruitment	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	hr.job	Job Position	hr.applicant ; hr.employee ; ir.attachment ; mail.followers ; mail.message	Applicant ; Employee ; Attachment ; Document Followers ; Message	actions: action_open_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	alias_contact(Selection), alias_defaults(Text), alias_id(Many2one), alias_model_id(Many2one), company_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), name(Char)
Base Odoo	hr_recruitment	Recruitment	hr.job.platform	Job Platforms	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	email(Char), name(Char)
Base Odoo	hr_recruitment	Recruitment	hr.recruitment.degree	Applicant Degree	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char)
Base Odoo	hr_recruitment	Recruitment	hr.recruitment.source	Source of Applicants	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	job_id(Many2one), name(Char), source_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	hr.recruitment.stage	Recruitment Stages	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	legend_blocked(Char), legend_done(Char), legend_normal(Char), name(Char)
Base Odoo	hr_recruitment	Recruitment	ir.ui.menu	Menu	ir.ui.menu	Menu	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char)
Base Odoo	hr_recruitment	Recruitment	mail.activity.plan	Activity Plan	mail.activity.plan.template	Activity plan template	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), department_id(Many2one), name(Char), res_model(Selection), res_model_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	mail.activity.schedule	Activity schedule plan Wizard	-	-	actions: action_create_calendar_event, action_schedule_activities, action_schedule_activities_done, action_schedule_activities_done_and_schedule, action_schedule_plan	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), department_id(Many2one), res_model(Char), res_model_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	res.company	Companies	hr.appraisal.note ; res.company ; res.partner.bank ; resource.calendar	Appraisal Assessment Note ; Companies ; Bank Accounts ; Resource Working Time	actions: action_all_company_branches	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	currency_id(Many2one), layout_background(Selection), name(Char), partner_id(Many2one), planning_employee_unavailabilities(Selection), planning_generation_interval(Integer)
Base Odoo	hr_recruitment	Recruitment	res.config.settings	Config Settings	hr.appraisal.note	Appraisal Assessment Note	actions: open_company, open_mail_templates, regenerate_kiosk_key	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), planning_generation_interval(Integer)
Base Odoo	hr_recruitment	Recruitment	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_recruitment	Recruitment	utm.campaign	UTM Campaign	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char), stage_id(Many2one), title(Char), user_id(Many2one)
Base Odoo	hr_recruitment	Recruitment	utm.source	UTM Source	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment	name(Char)
Base Odoo	hr_recruitment_reports	Recruitment Reporting	hr.recruitment.report	Recruitment Analysis Report	-	-	state: in_progress, is_hired, refused	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment_reports	company_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_recruitment_reports	Recruitment Reporting	hr.recruitment.stage.report	Recruitment Stage Analysis	-	-	state: is_hired, in_progress, refused, archived	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment_reports	company_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_recruitment_skills	Recruitment - Skills Management	hr.applicant	Applicant	calendar.event ; hr.candidate.skill ; ir.attachment ; mail.activity ; mail.followers ; mail.message ; sht.hr.applicant.evaluation	Calendar Event ; Skill level for a candidate ; Attachment ; Activity ; Document Followers ; Message ; Đánh giá ứng viên	actions: action_create_meeting, action_open_employee, action_open_other_applications, archive_applicant, create_employee_from_applicant, toggle_active	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment_skills	candidate_id(Many2one), company_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), kanban_state(Selection)
Base Odoo	hr_recruitment_skills	Recruitment - Skills Management	hr.candidate	Candidate	calendar.event ; hr.applicant ; hr.candidate.skill ; ir.attachment ; mail.activity ; mail.followers ; mail.message	Calendar Event ; Applicant ; Skill level for a candidate ; Attachment ; Activity ; Document Followers ; Message	actions: action_create_meeting, action_open_applications, action_open_employee, action_open_similar_candidates, create_employee_from_candidate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment_skills	company_id(Many2one), employee_id(Many2one)
Base Odoo	hr_recruitment_skills	Recruitment - Skills Management	hr.candidate.skill	Skill level for a candidate	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment_skills	candidate_id(Many2one), skill_id(Many2one), skill_level_id(Many2one), skill_type_id(Many2one)
Base Odoo	hr_recruitment_skills	Recruitment - Skills Management	hr.job	Job Position	hr.applicant ; hr.employee ; ir.attachment ; mail.followers ; mail.message	Applicant ; Employee ; Attachment ; Document Followers ; Message	actions: action_open_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_recruitment_skills	alias_contact(Selection), alias_defaults(Text), alias_id(Many2one), alias_model_id(Many2one), company_id(Many2one), date_from(Date), date_to(Date), department_id(Many2one), name(Char)
Base Odoo	hr_skills	Skills Management	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_skills	Skills Management	hr.employee.cv.wizard	Print Resume	-	-	actions: action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	color_primary(Char), color_secondary(Char)
Base Odoo	hr_skills	Skills Management	hr.employee.public	Public Employee	hr.employee.public ; hr.employee.skill ; hr.resume.line	Public Employee ; Skill level for an employee ; Resume line of an employee	actions: action_send_appraisal_request	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	company_id(Many2one), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char)
Base Odoo	hr_skills	Skills Management	hr.employee.skill	Skill level for an employee	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	employee_id(Many2one), skill_id(Many2one), skill_level_id(Many2one), skill_type_id(Many2one)
Base Odoo	hr_skills	Skills Management	hr.employee.skill.log	Skills History	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	date(Date), department_id(Many2one), employee_id(Many2one), skill_id(Many2one), skill_level_id(Many2one), skill_type_id(Many2one)
